No,StateCode,State,Sample_Size,RSMR,exp_mortality,obs_mortality,RelativeRisk,Lower_Bound,Upper_Bound,P_value,Year
31,VA,Virginia,6420,21.09267444,19.52001422,20.93457944,1.2555,1.1199,1.4075,0.0002,2011
32,MD,Maryland,5439,21.28672431,17.96542307,19.45210517,0.8677,0.7614,0.989,0.0341,2011
33,LA,Louisiana,2402,21.42129615,18.68961262,20.39966694,1.0091,0.9474,1.0748,0.7734,2011
34,KY,Kentucky,2682,21.51751458,17.9909237,19.7240865,1.2647,1.0762,1.4862,0.0053,2011
35,AK,Alaska,44,21.9180244,9.112402006,13.63636364,1.2966,1.1712,1.4353,<.0001,2011
36,RI,Rhode Island,961,22.51436953,23.22279315,26.84703434,0.4603,0.3459,0.6126,<.0001,2011
37,ND,North Dakota,217,22.65849525,18.95142285,23.04147465,0.9195,0.8469,0.9984,0.0459,2011
38,OK,Oklahoma,2431,22.76298462,17.37226443,20.19744961,0.8978,0.8509,0.9472,0.0002,2011
39,NJ,New Jersey,4397,22.84881703,21.809677,25.38094155,0.6932,0.5907,0.8135,<.0001,2011
40,SC,South Carolina,3217,23.3068746,16.35605496,19.45912341,1.118,1.0384,1.2038,0.0039,2011
41,MT,Montana,107,23.6588283,14.5081136,20.56074766,1.1116,0.8892,1.3898,0.3447,2011
42,NY,New York,13829,23.95285288,21.62198194,26.33596066,0.7964,0.6985,0.908,0.0011,2011
43,MS,Mississippi,1910,25.00547647,18.44744371,23.66492147,0.6993,0.6269,0.78,<.0001,2011
44,MA,Massachusetts,2118,25.68241777,22.38256955,29.46175637,0.9105,0.8042,1.0309,0.1353,2011
45,WY,Wyoming,59,31.97925141,12.87629317,33.89830509,1.912,1.2324,2.9665,0.0048,2011
